Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1927.SRS057612.SRX020514.SRR046789	700105342 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS057634.SRX020568.SRR046930	700105197 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS057676.SRX022156.SRR058115	700109252 (Source)	Colon	Feces	Colon	V1-V3	Stool	JCVI
1927.SRS057689.SRX020514.SRR046804	700106997 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS057689.SRX020550.SRR046438	700106997 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS057704.SRX020540.SRR047110	700106892 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS057730.SRX020540.SRR047296	700103629 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS057750.SRX020567.SRR046687	700106920 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS057762.SRX020511.SRR045625	700038466 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS057762.SRX020543.SRR045571	700038466 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS057789.SRX020514.SRR049501	700105142 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS057789.SRX020550.SRR047719	700105142 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS057795.SRX020568.SRR046944	700106960 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS057813.SRX020511.SRR045651	700038462 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS057813.SRX020543.SRR045564	700038462 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS057836.SRX020578.SRR049621	700106857 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS057843.SRX020567.SRR049503	700106316 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS057864.SRX022225.SRR058088	700110042 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	JCVI
1927.SRS057867.SRX022241.SRR058097	700108509 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS057895.SRX020567.SRR046596	700106565 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS057907.SRX020567.SRR046594	700106449 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS057913.SRX020568.SRR047008	700103307 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS057920.SRX022156.SRR058115	700109486 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	JCVI
1927.SRS057938.SRX020549.SRR049389	700106900 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS057943.SRX022244.SRR058107	700108334 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS057949.SRX020531.SRR046043	700038988 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS057949.SRX020544.SRR045876	700038988 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS057977.SRX022224.SRR058087	700107228 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	JCVI
1927.SRS057978.SRX020540.SRR047284	700105608 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS058032.SRX020578.SRR047241	700106833 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS058051.SRX022225.SRR058088	700109496 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS058077.SRX020540.SRR047123	700105996 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS058104.SRX020540.SRR047297	700106111 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS058122.SRX020536.SRR046131	700038526 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS058160.SRX022241.SRR058097	700108997 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	JCVI
1927.SRS058165.SRX020527.SRR047166	700105328 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS058170.SRX020580.SRR047131	700105741 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS058191.SRX022156.SRR058115	700110283 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	JCVI
1927.SRS058193.SRX020567.SRR049445	700105798 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS058210.SRX020677.SRR047962	700102950 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	BCM
1927.SRS058238.SRX022156.SRR058115	700110391 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS058242.SRX022224.SRR058087	700109366 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS058246.SRX020670.SRR046264	700103462 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS058271.SRX020578.SRR047252	700106635 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS058326.SRX020580.SRR047147	700105604 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS058328.SRX022225.SRR058088	700110036 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS058348.SRX020542.SRR046371	700105296 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS058373.SRX022225.SRR058088	700109437 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	JCVI
1927.SRS058381.SRX020549.SRR046484	700106821 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS058399.SRX020677.SRR047964	700102946 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	BCM
1927.SRS058416.SRX020523.SRR047701	700106978 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS058420.SRX020531.SRR047615	700038976 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS058420.SRX020544.SRR045915	700038976 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS058444.SRX020578.SRR047313	700103692 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS058474.SRX020540.SRR047107	700103593 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS058482.SRX020677.SRR047977	700102289 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	BCM
1927.SRS058494.SRX020677.SRR047972	700102269 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	BCM
1927.SRS058500.SRX022241.SRR058097	700109851 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS058507.SRX020540.SRR047115	700106107 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS058514.SRX022244.SRR058107	700109011 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	JCVI
1927.SRS058522.SRX020567.SRR046583	700105484 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS058527.SRX020531.SRR049349	700038608 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS058527.SRX020544.SRR045914	700038608 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS058537.SRX020540.SRR047260	700103255 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS058543.SRX022241.SRR058097	700110015 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS058603.SRX020568.SRR049545	700103317 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS058622.SRX022241.SRR058097	700108074 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS058650.SRX020514.SRR046768	700105065 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS058650.SRX020550.SRR047715	700105065 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS058663.SRX022225.SRR058088	700109504 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	JCVI
1927.SRS058681.SRX022156.SRR058115	700109147 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	JCVI
1927.SRS058695.SRX020514.SRR046679	700105502 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS058695.SRX020550.SRR047705	700105502 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS058741.SRX020540.SRR049625	700105660 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS058776.SRX020554.SRR043712	700038506 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS058788.SRX020578.SRR047300	700105402 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS058791.SRX020670.SRR046259	700105258 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS058805.SRX020568.SRR046872	700105916 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS058818.SRX022244.SRR058107	700108523 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS062399.SRX020532.SRR046978	700114369 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062408.SRX020532.SRR046998	700113043 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS062410.SRX020532.SRR047027	700114389 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS062414.SRX020569.SRR046617	700113515 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS062427.SRX020569.SRR049637	700113616 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS062431.SRX020512.SRR046883	700114415 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062443.SRX020512.SRR046952	700113529 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062455.SRX020519.SRR049527	700114882 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS062461.SRX020512.SRR049554	700114444 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS062463.SRX022224.SRR058087	700110687 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS062464.SRX020532.SRR046982	700113035 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS062465.SRX020569.SRR046655	700113513 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS062468.SRX020532.SRR046898	700113091 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062472.SRX020542.SRR046386	700114088 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062500.SRX020532.SRR046977	700114729 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS062510.SRX022225.SRR058088	700110642 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	JCVI
1927.SRS062514.SRX020569.SRR046614	700113136 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062517.SRX022232.SRR058094	700111550 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS062521.SRX022232.SRR058094	700110842 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS062532.SRX020512.SRR046956	700114345 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062536.SRX022232.SRR058094	700110850 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS062539.SRX020512.SRR046959	700114878 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062540.SRX020569.SRR049457	700114464 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS062544.SRX020569.SRR049417	700113622 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS062561.SRX022232.SRR058094	700111546 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	JCVI
1927.SRS062583.SRX022156.SRR058115	700110744 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS062597.SRX022232.SRR058094	700111059 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	JCVI
1927.SRS062601.SRX020532.SRR046968	700113047 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS062608.SRX020549.SRR046471	700114147 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS062615.SRX022232.SRR058094	700111859 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS062616.SRX020532.SRR049571	700113089 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062620.SRX020532.SRR047025	700114836 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS062628.SRX022232.SRR058094	700111616 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	JCVI
1927.SRS062635.SRX020578.SRR049623	700114104 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS062652.SRX022232.SRR058094	700111503 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	JCVI
1927.SRS062655.SRX020670.SRR046349	700114031 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS062660.SRX020532.SRR049641	700114361 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS062662.SRX020569.SRR046703	700113128 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS062667.SRX022232.SRR058094	700111841 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS062681.SRX020532.SRR046988	700114260 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS062682.SRX020548.SRR049631	700114828 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS062703.SRX020512.SRR047070	700114293 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062712.SRX022232.SRR058094	700110856 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	JCVI
1927.SRS062719.SRX020532.SRR049542	700114401 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS062723.SRX022156.SRR058115	700110736 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS062726.SRX022224.SRR058087	700110614 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS062733.SRX022228.SRR058091	700111863 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS062739.SRX020532.SRR046911	700114832 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS062741.SRX020512.SRR047074	700114723 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062748.SRX022228.SRR058091	700110862 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS062749.SRX020569.SRR046507	700114313 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS062773.SRX022228.SRR058091	700111861 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS062777.SRX020670.SRR046257	700114029 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS062784.SRX020670.SRR046341	700114127 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS062793.SRX020532.SRR046993	700114405 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062795.SRX022228.SRR058091	700111079 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	JCVI
1927.SRS062796.SRX022232.SRR058094	700111479 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	JCVI
1927.SRS062799.SRX022228.SRR058091	700110868 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	JCVI
1927.SRS062800.SRX020569.SRR049440	700113509 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS062803.SRX020569.SRR049476	700114629 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS062829.SRX020578.SRR047321	700114084 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS062832.SRX020569.SRR046550	700113586 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS062845.SRX020527.SRR047163	700114421 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062847.SRX020532.SRR047036	700114179 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS062851.SRX020569.SRR046538	700113130 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS062893.SRX020512.SRR047073	700114448 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS062898.SRX022228.SRR058091	700111560 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	JCVI
1927.SRS062908.SRX020548.SRR047345	700114321 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062943.SRX022232.SRR058094	700111608 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	JCVI
1927.SRS062954.SRX020569.SRR046610	700114623 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS062964.SRX020519.SRR049528	700114588 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS062978.SRX022232.SRR058094	700111540 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	JCVI
1927.SRS062980.SRX022156.SRR058115	700110732 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	JCVI
1927.SRS062985.SRX020569.SRR049442	700113154 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS062994.SRX020532.SRR046917	700114854 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS062997.SRX022224.SRR058087	700110624 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	JCVI
1927.SRS062998.SRX020512.SRR047076	700114586 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS063007.SRX020670.SRR046244	700114035 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS063018.SRX020670.SRR047661	700114155 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS063023.SRX022224.SRR058087	700110677 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	JCVI
1927.SRS063053.SRX020548.SRR047341	700114931 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS063059.SRX020532.SRR046914	700114234 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS063078.SRX020532.SRR049555	700114264 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS063079.SRX020512.SRR046964	700113150 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS063087.SRX020514.SRR049470	700114539 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS063095.SRX020578.SRR047247	700114100 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS063101.SRX020512.SRR046885	700114450 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS063105.SRX022232.SRR058094	700111499 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	JCVI
1927.SRS063110.SRX022228.SRR058091	700111497 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	JCVI
1927.SRS063123.SRX022232.SRR058094	700111610 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	JCVI
1927.SRS063125.SRX020548.SRR047343	700114309 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS063132.SRX020512.SRR047062	700113029 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS063142.SRX022232.SRR058094	700111483 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	JCVI
1927.SRS063153.SRX020569.SRR046665	700113539 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS063157.SRX020569.SRR046536	700114317 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS063173.SRX020532.SRR047057	700114395 (Source)	Oral cavity	Saliva	Hard palate	V1-V3	Oral swab	WUGSC
1927.SRS063184.SRX020578.SRR047242	700114072 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS063197.SRX020532.SRR046921	700114846 (Source)	Oral cavity	Saliva	Gingiva	V1-V3	Oral swab	WUGSC
1927.SRS063210.SRX020532.SRR047059	700113160 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS063214.SRX020532.SRR046986	700114419 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS063235.SRX020532.SRR046918	700114365 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS063236.SRX020580.SRR047187	700114141 (Source)	Oral cavity	Mucus	Throat	V1-V3	Oral swab	WUGSC
1927.SRS063239.SRX022228.SRR058091	700111073 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS063248.SRX020580.SRR047132	700114023 (Source)	Oral cavity	Saliva	Tongue	V1-V3	Oral swab	WUGSC
1927.SRS063253.SRX020512.SRR047067	700114643 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS063268.SRX020512.SRR046961	700113152 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS063275.SRX020532.SRR046899	700114818 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS063277.SRX020578.SRR047314	700114080 (Source)	Oral cavity	Saliva	Palatine tonsil	V1-V3	Oral swab	WUGSC
1927.SRS063285.SRX020569.SRR046656	700114301 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS063287.SRX020569.SRR046615	700113626 (Source)	Oral cavity	Saliva	Buccal mucosa	V1-V3	Oral swab	WUGSC
1927.SRS063292.SRX022232.SRR058094	700110874 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	JCVI
1927.SRS063293.SRX020512.SRR046963	700113097 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS063293.SRX020517.SRR046562	700113097 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS063298.SRX020569.SRR046551	700113537 (Source)	Vagina	Mucus	Central vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS063304.SRX022228.SRR058091	700111869 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	JCVI
1927.SRS063307.SRX022232.SRR058094	700111596 (Source)	Colon	Feces	Colon	V1-V3	Stool	JCVI
1927.SRS063310.SRX020519.SRR046864	700114933 (Source)	Vagina	Mucus	Vaginal introitus	V1-V3	Vaginal swab	WUGSC
1927.SRS063318.SRX022232.SRR058094	700111622 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS063324.SRX020519.SRR046503	700114517 (Source)	Colon	Feces	Colon	V1-V3	Stool	WUGSC
1927.SRS063340.SRX020569.SRR049473	700113533 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS063342.SRX020549.SRR049391	700114090 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	WUGSC
1927.SRS063361.SRX022225.SRR058088	700110750 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
1927.SRS063383.SRX022224.SRR058087	700110689 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS063388.SRX022232.SRR058094	700111604 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS063400.SRX020569.SRR046613	700113521 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	WUGSC
1927.SRS063404.SRX020512.SRR047071	700114824 (Source)	Skin	Sebum	Skin of elbow	V1-V3	Skin swab	WUGSC
1927.SRS063416.SRX022224.SRR058087	700111365 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	JCVI
1927.SRS063417.SRX020670.SRR046236	700114161 (Source)	Vagina	Mucus	Posterior fornix of vagina	V1-V3	Vaginal swab	WUGSC
1927.SRS063426.SRX022232.SRR058094	700111069 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V1-V3	Oral swab	JCVI
1927.SRS063429.SRX020532.SRR046970	700113033 (Source)	Skin	Sebum	Anterior nares	V1-V3	Skin swab	WUGSC
1927.SRS063438.SRX020548.SRR047333	700114353 (Source)	Oral cavity	Saliva	Mouth	V1-V3	Oral swab	WUGSC
1927.SRS063457.SRX022225.SRR058088	700110691 (Source)	Skin	Sebum	External ear	V1-V3	Skin swab	JCVI
