Sample_Id	Participant_Id	Host body habitat [UBERON_0000466]	Host body product [UBERON_0000463]	Host body site [UBERON_0000061]	Region of 16S rRNA sequenced [SO_0001000]	Sample type [OBI_0100051]	Sequencing center [OBI_0001891]
1928.SRS050571.SRX020690.SRR048909	700108876 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	BCM
1928.SRS050599.SRX020681.SRR048273	700102607 (Source)	Colon	Feces	Colon	V3-V5	Stool	BCM
1928.SRS050602.SRX020686.SRR048618	700108141 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS050604.SRX022238.SRR058108	700110205 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS050616.SRX020524.SRR046449	700106563 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS050617.SRX020514.SRR049507	700105956 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS050634.SRX020665.SRR046299	700105719 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS050640.SRX020514.SRR049482	700103517 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS050653.SRX020685.SRR048505	700108648 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS050655.SRX020533.SRR046848	700106530 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS050694.SRX022227.SRR058090	700110387 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	JCVI
1928.SRS050710.SRX021470.SRR052699	700102163 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS050719.SRX020665.SRR046326	700105693 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS050733.SRX020514.SRR049499	700105496 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS050737.SRX020547.SRR045745	700038512 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS050737.SRX020557.SRR046065	700038512 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS050761.SRX020529.SRR046521	700038574 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS050761.SRX020561.SRR043899	700038574 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS050761.SRX020582.SRR043949	700038574 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS050772.SRX022221.SRR058084	700108328 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS050772.SRX022222.SRR058085	700108328 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS050791.SRX022227.SRR058090	700110415 (Source)	Vagina	Mucus	Central vagina	V5-V3	Mucus	JCVI
1928.SRS050795.SRX020552.SRR045890	700038620 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS050803.SRX022222.SRR058085	700110450 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	JCVI
1928.SRS050826.SRX019682.SRR040905	700102446 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS050838.SRX020530.SRR047568	700038888 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS050838.SRX020576.SRR046138	700038888 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS050839.SRX020542.SRR046387	700106878 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS050846.SRX020530.SRR047569	700038934 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS050846.SRX020576.SRR046183	700038934 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS050871.SRX022222.SRR058085	700107216 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	JCVI
1928.SRS050892.SRX020688.SRR048723	700108650 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS050910.SRX020542.SRR047685	700103682 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS050936.SRX020533.SRR046854	700105187 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS050939.SRX020686.SRR048626	700108157 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	BCM
1928.SRS050958.SRX020533.SRR046650	700106540 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS050959.SRX022227.SRR058090	700110285 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	JCVI
1928.SRS050971.SRX020665.SRR046309	700105687 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS050980.SRX020688.SRR048742	700107806 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS050984.SRX020518.SRR049613	700105664 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS050987.SRX020527.SRR049595	700106320 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS051010.SRX022227.SRR058090	700109488 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS051012.SRX021470.SRR052699	700101835 (Source)	Vagina	Mucus	Posterior fornix of vagina	V5-V3	Mucus	JCVI
1928.SRS051017.SRX020688.SRR048729	700107981 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS051029.SRX020580.SRR047133	700103623 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS051031.SRX020542.SRR046376	700105372 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS051071.SRX020533.SRR046631	700106589 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS051086.SRX022221.SRR058084	700109827 (Source)	Colon	Feces	Colon	V5-V3	Stool	JCVI
1928.SRS051086.SRX022222.SRR058085	700109827 (Source)	Colon	Feces	Colon	V5-V3	Stool	JCVI
1928.SRS051089.SRX020524.SRR046468	700103503 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS051093.SRX020681.SRR048288	700102645 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	BCM
1928.SRS051098.SRX020580.SRR047125	700105648 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS051099.SRX022234.SRR058112	700109912 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS051123.SRX020558.SRR043764	700038558 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS051154.SRX020687.SRR048671	700108260 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	BCM
1928.SRS051166.SRX020580.SRR047144	700105455 (Source)	Oral cavity	Saliva	Oral cavity	V3-V5	Oral swab	WUGSC
1928.SRS051170.SRX020524.SRR049385	700105324 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS051180.SRX020688.SRR048746	700108208 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS051180.SRX020690.SRR048905	700108208 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS051190.SRX021470.SRR052699	700102708 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS051198.SRX020533.SRR046769	700105814 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS051203.SRX022222.SRR058085	700110333 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS051204.SRX019688.SRR042833	700107091 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS051204.SRX020360.SRR043224	700107091 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS051204.SRX020375.SRR043275	700107091 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	BI
1928.SRS051206.SRX020686.SRR048652	700108880 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	BCM
1928.SRS051219.SRX022221.SRR058084	700109260 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	JCVI
1928.SRS051219.SRX022227.SRR058090	700109260 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	JCVI
1928.SRS051220.SRX020687.SRR048669	700110153 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	BCM
1928.SRS051224.SRX020518.SRR047201	700106105 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS051229.SRX020552.SRR045899	700038974 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS051232.SRX020685.SRR048511	700107579 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	BCM
1928.SRS051241.SRX020686.SRR048640	700108580 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS051250.SRX019682.SRR040943	700102397 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS051255.SRX020551.SRR045540	700038734 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS051255.SRX020560.SRR043625	700038734 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS051265.SRX021470.SRR052699	700101813 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS051280.SRX022238.SRR058108	700110273 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS051295.SRX020685.SRR048516	700107587 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	BCM
1928.SRS051295.SRX020690.SRR048876	700107587 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	BCM
1928.SRS051311.SRX020563.SRR047691	700103253 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS051324.SRX020684.SRR048440	700109965 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	BCM
1928.SRS051345.SRX022036.SRR057609	700108999 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	JCVI
1928.SRS051356.SRX020665.SRR049371	700103464 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS051359.SRX020514.SRR049450	700105083 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS051364.SRX020514.SRR046798	700105946 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS051384.SRX020514.SRR049508	700105122 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS051407.SRX020665.SRR047667	700105232 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	WUGSC
1928.SRS051423.SRX022036.SRR057609	700108517 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS051423.SRX022240.SRR058096	700108517 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS051437.SRX020535.SRR043998	700106030 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS051443.SRX022238.SRR058108	700109157 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS051445.SRX020686.SRR048651	700108882 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS051449.SRX020552.SRR045884	700038818 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS051454.SRX022242.SRR058098	700102561 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS051464.SRX020685.SRR048572	700109683 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	BCM
1928.SRS051466.SRX020518.SRR047195	700103249 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS051468.SRX020688.SRR048756	700110147 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	BCM
1928.SRS051483.SRX019691.SRR041492	700102393 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS051535.SRX022234.SRR058112	700109370 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS051551.SRX020558.SRR043796	700038504 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS051600.SRX020518.SRR049606	700103651 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS051609.SRX020686.SRR048590	700107778 (Source)	Colon	Feces	Colon	V3-V5	Stool	BCM
1928.SRS051631.SRX020686.SRR048624	700108151 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS051645.SRX020686.SRR048613	700108131 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	BCM
1928.SRS051645.SRX020690.SRR048883	700108131 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	BCM
1928.SRS051657.SRX020514.SRR046682	700105340 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS051667.SRX020685.SRR048531	700107979 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS051688.SRX022234.SRR058112	700108525 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	JCVI
1928.SRS051696.SRX022234.SRR058112	700109857 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS051711.SRX020688.SRR048753	700110127 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	BCM
1928.SRS051724.SRX020533.SRR046601	700105920 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS051731.SRX019682.SRR040980	700102460 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS051734.SRX020688.SRR048737	700107924 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS051734.SRX020690.SRR048900	700107924 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS051745.SRX020681.SRR048277	700102627 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	BCM
1928.SRS051745.SRX020683.SRR048408	700102627 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	BCM
1928.SRS051755.SRX022242.SRR058098	700102573 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	JCVI
1928.SRS051758.SRX020518.SRR047210	700105658 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	WUGSC
1928.SRS051769.SRX022227.SRR058090	700110261 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	JCVI
1928.SRS051778.SRX020514.SRR046778	700105130 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS051800.SRX020549.SRR049393	700103645 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS051821.SRX022036.SRR057609	700109906 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	JCVI
1928.SRS051827.SRX022227.SRR058090	700109270 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	JCVI
1928.SRS051829.SRX019688.SRR041458	700107073 (Source)	Oral cavity	Saliva	Palate	V5-V3	Oral swab	BI
1928.SRS051849.SRX020514.SRR046840	700105512 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS051852.SRX022222.SRR058085	700110329 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS051865.SRX022234.SRR058112	700108094 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	JCVI
1928.SRS051870.SRX022222.SRR058085	700110454 (Source)	Oral cavity	Saliva	Buccal mucosa	V5-V3	Oral swab	JCVI
1928.SRS051879.SRX020685.SRR048524	700107969 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	BCM
1928.SRS051881.SRX020687.SRR048670	700108258 (Source)	Oral cavity	Saliva	Gingiva	V3-V5	Oral swab	BCM
1928.SRS051884.SRX020527.SRR047185	700106567 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS051886.SRX020531.SRR046029	700038602 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS051886.SRX020544.SRR045851	700038602 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS051892.SRX022221.SRR058084	700110243 (Source)	Colon	Feces	Colon	V5-V3	Stool	JCVI
1928.SRS051892.SRX022227.SRR058090	700110243 (Source)	Colon	Feces	Colon	V5-V3	Stool	JCVI
1928.SRS051921.SRX020531.SRR046057	700038797 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS051921.SRX020544.SRR045926	700038797 (Source)	Vagina	Mucus	Posterior fornix of vagina	V3-V5	Mucus	WUGSC
1928.SRS051929.SRX020580.SRR047136	700105598 (Source)	Oral cavity	Saliva	Palate	V3-V5	Oral swab	WUGSC
1928.SRS051935.SRX020665.SRR046302	700105703 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS051945.SRX020527.SRR047184	700105112 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS051970.SRX021470.SRR052699	700101831 (Source)	Vagina	Mucus	Vaginal introitus	V5-V3	Mucus	JCVI
1928.SRS051976.SRX020535.SRR044007	700106028 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS051979.SRX020688.SRR048741	700107810 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS051979.SRX020690.SRR048902	700107810 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS051984.SRX020685.SRR048570	700109671 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS051994.SRX020514.SRR046806	700105952 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS052010.SRX022036.SRR057609	700108070 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	JCVI
1928.SRS052010.SRX022240.SRR058096	700108070 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	JCVI
1928.SRS052037.SRX020518.SRR047230	700106089 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS052055.SRX020688.SRR048727	700107597 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS052055.SRX020690.SRR048891	700107597 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS052060.SRX022221.SRR058084	700110464 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS052060.SRX022222.SRR058085	700110464 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS052063.SRX019681.SRR040985	700102999 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	BI
1928.SRS052074.SRX022222.SRR058085	700108324 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS052084.SRX022036.SRR057609	700109790 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS052098.SRX022036.SRR057609	700109003 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS052103.SRX019681.SRR040928	700102991 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	BI
1928.SRS052116.SRX022036.SRR057609	700108824 (Source)	Oral cavity	Saliva	Throat	V5-V3	Oral swab	JCVI
1928.SRS052122.SRX022227.SRR058090	700109476 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	JCVI
1928.SRS052128.SRX020684.SRR048486	700107409 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	BCM
1928.SRS052132.SRX020563.SRR047692	700106360 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS052153.SRX022222.SRR058085	700108322 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	JCVI
1928.SRS052157.SRX020686.SRR048653	700108870 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	BCM
1928.SRS052177.SRX020514.SRR046705	700105950 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS052181.SRX020514.SRR046732	700105059 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS052185.SRX022238.SRR058108	700109441 (Source)	Skin	Sebum	Skin of nose	V5-V3	Sebum	JCVI
1928.SRS052195.SRX020681.SRR048284	700102635 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS052195.SRX020683.SRR048412	700102635 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS052196.SRX020523.SRR046417	700105822 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS052199.SRX020686.SRR048635	700108578 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS052219.SRX020561.SRR049828	700038728 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS052219.SRX020582.SRR043929	700038728 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS052228.SRX020533.SRR046728	700105902 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	WUGSC
1928.SRS052230.SRX020535.SRR049837	700106038 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS052245.SRX020514.SRR046680	700105017 (Source)	Oral cavity	Saliva	Tongue	V3-V5	Oral swab	WUGSC
1928.SRS052249.SRX022222.SRR058085	700107234 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS052265.SRX020684.SRR048438	700109969 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS052268.SRX022234.SRR058112	700108086 (Source)	Skin	Sebum	External ear	V5-V3	Sebum	JCVI
1928.SRS052312.SRX020687.SRR048691	700109553 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	BCM
1928.SRS052323.SRX020685.SRR048530	700107985 (Source)	Skin	Sebum	Skin of nose	V3-V5	Sebum	BCM
1928.SRS052326.SRX020665.SRR046272	700105238 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS052335.SRX020686.SRR048584	700107916 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS052337.SRX022238.SRR058108	700110211 (Source)	Skin	Sebum	Skin of elbos	V5-V3	Sebum	JCVI
1928.SRS052377.SRX022036.SRR057609	700108985 (Source)	Oral cavity	Saliva	Oral cavity	V5-V3	Oral swab	JCVI
1928.SRS052382.SRX020542.SRR046383	700105755 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS052408.SRX020685.SRR048551	700108941 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS052419.SRX022036.SRR057609	700109847 (Source)	Oral cavity	Saliva	Palatine tonsil	V5-V3	Oral swab	JCVI
1928.SRS052423.SRX020518.SRR047216	700103259 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS052428.SRX020533.SRR046850	700106956 (Source)	Oral cavity	Saliva	Buccal mucosa	V3-V5	Oral swab	WUGSC
1928.SRS052430.SRX020514.SRR046839	700103531 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS052440.SRX020684.SRR048455	700102891 (Source)	Oral cavity	Supragingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS052454.SRX020518.SRR047194	700105666 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	WUGSC
1928.SRS052468.SRX020684.SRR048463	700108401 (Source)	Vagina	Mucus	Vaginal introitus	V3-V5	Mucus	BCM
1928.SRS052469.SRX020533.SRR046851	700103319 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	WUGSC
1928.SRS052471.SRX020530.SRR045938	700038902 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS052471.SRX020576.SRR049366	700038902 (Source)	Colon	Feces	Colon	V3-V5	Stool	WUGSC
1928.SRS052485.SRX020529.SRR046623	700038524 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS052485.SRX020561.SRR043895	700038524 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS052485.SRX020582.SRR043943	700038524 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS052501.SRX020531.SRR046030	700038994 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS052501.SRX020544.SRR051580	700038994 (Source)	Oral cavity	Saliva	Throat	V3-V5	Oral swab	WUGSC
1928.SRS052522.SRX019682.SRR040936	700102450 (Source)	Oral cavity	Saliva	Gingiva	V5-V3	Oral swab	BI
1928.SRS052555.SRX020686.SRR048645	700108858 (Source)	Colon	Feces	Colon	V3-V5	Stool	BCM
1928.SRS052566.SRX020527.SRR047155	700103265 (Source)	Skin	Sebum	External ear	V3-V5	Sebum	WUGSC
1928.SRS052584.SRX020518.SRR047225	700106120 (Source)	Vagina	Mucus	Central vagina	V3-V5	Mucus	WUGSC
1928.SRS052599.SRX020685.SRR048569	700109675 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS052599.SRX020690.SRR048878	700109675 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	BCM
1928.SRS052612.SRX020527.SRR049598	700105640 (Source)	Skin	Sebum	Skin of elbos	V3-V5	Sebum	WUGSC
1928.SRS052615.SRX022227.SRR058090	700109278 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS052615.SRX022240.SRR058096	700109278 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
1928.SRS052621.SRX022222.SRR058085	700110321 (Source)	Oral cavity	Saliva	Tongue	V5-V3	Oral swab	JCVI
1928.SRS052630.SRX020685.SRR048538	700109608 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V3-V5	Oral swab	BCM
1928.SRS052631.SRX020686.SRR048615	700108137 (Source)	Oral cavity	Saliva	Palatine tonsil	V3-V5	Oral swab	BCM
1928.SRS052640.SRX022227.SRR058090	700110269 (Source)	Oral cavity	Subgingival dental plaque	Tooth	V5-V3	Oral swab	JCVI
